sender_account,receiver_account,amount,timestamp
ACC1133,ACC2107,4279.24,2026-08-22T06:56:02.929039+00:00
ACC_SMURF005,ACC_SHELL01,9403.58,2026-08-22T05:42:02.929039+00:00
ACC1139,ACC2111,206387.95,2026-08-23T11:39:02.929039+00:00
ACC15543,ACC28160,1739.07,2026-08-21T20:34:40.805961+00:00
ACC_SMURF005,ACC_SHELL01,9681.12,2026-08-22T05:12:02.929039+00:00
ACC18760,ACC25754,370.42,2026-08-20T20:15:40.805961+00:00
ACC1116,ACC2142,2093.32,2026-08-22T20:06:02.929039+00:00
ACC1102,ACC2114,4447.22,2026-08-23T02:17:02.929039+00:00
ACC1118,ACC2112,3044.29,2026-08-23T09:48:02.929039+00:00
ACC1127,ACC2142,2883.46,2026-08-23T08:51:02.929039+00:00
ACC_SMURF006,ACC_SHELL01,9904.53,2026-08-22T05:42:47.929039+00:00
ACC1125,ACC2122,4227.45,2026-08-21T22:59:02.929039+00:00
ACC1130,ACC2111,1249.73,2026-08-22T16:54:02.929039+00:00
ACC1134,ACC2137,3065.04,2026-08-23T12:53:02.929039+00:00
ACC1138,ACC2136,114247.6,2026-08-23T02:39:02.929039+00:00
ACC1100,ACC2133,2280.82,2026-08-22T17:51:02.929039+00:00
ACC1119,ACC2133,3721.96,2026-08-22T17:21:02.929039+00:00
ACC1128,ACC2108,1452.58,2026-08-21T17:31:02.929039+00:00
ACC1121,ACC2122,3803.54,2026-08-22T16:44:02.929039+00:00
ACC1101,ACC2123,3331.5,2026-08-21T15:16:02.929039+00:00
ACC_SMURF004,ACC_SHELL01,8966.83,2026-08-22T04:56:17.929039+00:00
ACC1142,ACC2111,1860.76,2026-08-22T10:04:02.929039+00:00
ACC_SMURF012,ACC_SHELL01,9148.07,2026-08-22T06:17:17.929039+00:00
ACC1107,ACC2133,797.36,2026-08-22T00:40:02.929039+00:00
ACC_SMURF007,ACC_SHELL01,9823.94,2026-08-22T04:58:32.929039+00:00
ACC1124,ACC2119,3294.29,2026-08-22T00:24:02.929039+00:00
ACC1144,ACC2141,3384.61,2026-08-22T23:23:02.929039+00:00
ACC18760,ACC27311,417.16,2026-08-23T01:55:40.805961+00:00
ACC15543,ACC27311,1780.45,2026-08-21T18:18:40.805961+00:00
ACC1113,ACC2133,3786.83,2026-08-23T05:32:02.929039+00:00
ACC1130,ACC2141,85269.94,2026-08-22T22:39:02.929039+00:00
ACC_SMURF009,ACC_SHELL01,9318.11,2026-08-22T05:00:02.929039+00:00
ACC_SMURF006,ACC_SHELL01,9878.13,2026-08-22T06:12:47.929039+00:00
ACC1123,ACC2137,399.85,2026-08-21T16:04:02.929039+00:00
ACC1112,ACC2109,2122.45,2026-08-23T05:05:02.929039+00:00
ACC1126,ACC2143,2323.24,2026-08-22T19:17:02.929039+00:00
ACC1130,ACC2122,2313.8,2026-08-22T17:09:02.929039+00:00
ACC1136,ACC2133,587.99,2026-08-22T03:39:02.929039+00:00
ACC16316,ACC25754,147.17,2026-08-21T07:55:40.805961+00:00
ACC_SMURF015,ACC_SHELL01,9637.69,2026-08-22T05:49:32.929039+00:00
ACC1145,ACC2123,3832.47,2026-08-21T20:18:02.929039+00:00
ACC19882,ACC21150,1097.26,2026-08-21T01:42:40.805961+00:00
ACC1106,ACC2121,3665.6,2026-08-22T16:20:02.929039+00:00
ACC_LOOP01,ACC_LOOP02,42178.0,2026-08-23T02:39:02.929039+00:00
ACC1129,ACC2102,1962.33,2026-08-22T10:41:02.929039+00:00
ACC1127,ACC2123,102.93,2026-08-22T21:33:02.929039+00:00
ACC1138,ACC2142,722.41,2026-08-23T04:01:02.929039+00:00
ACC1130,ACC2115,2901.72,2026-08-22T19:48:02.929039+00:00
ACC_SMURF012,ACC_SHELL01,9890.66,2026-08-22T05:32:17.929039+00:00
ACC1117,ACC2111,2932.16,2026-08-22T17:45:02.929039+00:00
ACC19882,ACC21150,1464.49,2026-08-21T21:56:40.805961+00:00
ACC1120,ACC2109,3640.22,2026-08-22T04:01:02.929039+00:00
ACC1137,ACC2120,2880.95,2026-08-22T14:48:02.929039+00:00
ACC1120,ACC2103,1808.73,2026-08-23T06:46:02.929039+00:00
ACC1110,ACC2108,2559.35,2026-08-23T11:33:02.929039+00:00
ACC1112,ACC2144,1188.87,2026-08-23T00:27:02.929039+00:00
ACC_SMURF012,ACC_SHELL01,9894.77,2026-08-22T04:47:17.929039+00:00
ACC1100,ACC2105,921.36,2026-08-21T23:13:02.929039+00:00
ACC1141,ACC2105,111675.45,2026-08-22T19:39:02.929039+00:00
ACC_SMURF003,ACC_SHELL01,9186.18,2026-08-22T04:40:32.929039+00:00
ACC_SMURF010,ACC_SHELL01,9902.4,2026-08-22T06:15:47.929039+00:00
ACC19863,ACC26484,1021.9,2026-08-21T11:05:40.805961+00:00
ACC1141,ACC2108,256.95,2026-08-23T02:44:02.929039+00:00
ACC1148,ACC2106,3612.02,2026-08-22T20:00:02.929039+00:00
ACC_SMURF020,ACC_SHELL01,9374.93,2026-08-22T04:53:17.929039+00:00
ACC_SMURF006,ACC_SHELL01,9513.39,2026-08-22T04:42:47.929039+00:00
ACC1124,ACC2109,1199.76,2026-08-23T09:08:02.929039+00:00
ACC1144,ACC2149,237298.95,2026-08-22T19:39:02.929039+00:00
ACC1147,ACC2105,352.73,2026-08-23T14:34:02.929039+00:00
ACC1145,ACC2129,2020.68,2026-08-23T00:42:02.929039+00:00
ACC1105,ACC2136,148256.64,2026-08-23T04:39:02.929039+00:00
ACC1138,ACC2148,3879.76,2026-08-21T16:14:02.929039+00:00
ACC_SMURF003,ACC_SHELL01,9144.12,2026-08-22T05:10:32.929039+00:00
ACC1141,ACC2133,216313.89,2026-08-22T11:39:02.929039+00:00
ACC1129,ACC2117,1558.83,2026-08-23T03:13:02.929039+00:00
ACC_SMURF019,ACC_SHELL01,9486.09,2026-08-22T05:37:32.929039+00:00
ACC1106,ACC2115,2792.46,2026-08-21T17:14:02.929039+00:00
ACC1115,ACC2100,4197.46,2026-08-23T14:13:02.929039+00:00
ACC_LOOP01,ACC_LOOP02,45779.29,2026-08-23T08:39:02.929039+00:00
ACC1143,ACC2127,2029.67,2026-08-21T21:10:02.929039+00:00
ACC1142,ACC2146,470.63,2026-08-22T08:54:02.929039+00:00
ACC1145,ACC2118,4132.12,2026-08-22T03:44:02.929039+00:00
ACC_SMURF017,ACC_SHELL01,9196.71,2026-08-22T05:21:02.929039+00:00
ACC1136,ACC2120,2320.55,2026-08-22T12:05:02.929039+00:00
ACC1124,ACC2108,1089.18,2026-08-23T08:54:02.929039+00:00
ACC18242,ACC29921,1149.57,2026-08-22T05:48:40.805961+00:00
ACC1134,ACC2143,2244.79,2026-08-23T09:40:02.929039+00:00
ACC1104,ACC2126,3200.48,2026-08-21T23:06:02.929039+00:00
ACC_SMURF011,ACC_SHELL01,9415.92,2026-08-22T06:01:32.929039+00:00
ACC1101,ACC2106,1389.72,2026-08-21T22:12:02.929039+00:00
ACC1121,ACC2148,4312.43,2026-08-23T03:03:02.929039+00:00
ACC1106,ACC2145,3020.38,2026-08-23T01:30:02.929039+00:00
ACC1132,ACC2104,1501.44,2026-08-21T20:59:02.929039+00:00
ACC_SMURF004,ACC_SHELL01,9045.47,2026-08-22T05:41:17.929039+00:00
ACC1116,ACC2113,1342.53,2026-08-23T11:42:02.929039+00:00
ACC_LOOP01,ACC_LOOP02,42018.32,2026-08-22T16:39:02.929039+00:00
ACC_SMURF001,ACC_SHELL01,9921.67,2026-08-22T04:54:02.929039+00:00
ACC1135,ACC2106,1528.67,2026-08-23T01:52:02.929039+00:00
ACC1104,ACC2117,1820.24,2026-08-22T23:56:02.929039+00:00
ACC1103,ACC2135,835.71,2026-08-23T04:20:02.929039+00:00
ACC1149,ACC2129,3517.52,2026-08-23T14:38:02.929039+00:00
ACC1124,ACC2100,80156.31,2026-08-21T19:39:02.929039+00:00
ACC1111,ACC2103,208.09,2026-08-22T14:12:02.929039+00:00
ACC1122,ACC2121,256.79,2026-08-22T11:22:02.929039+00:00
ACC1108,ACC2109,3121.89,2026-08-22T13:19:02.929039+00:00
ACC1126,ACC2145,3972.87,2026-08-21T22:11:02.929039+00:00
ACC1135,ACC2128,3704.37,2026-08-22T12:55:02.929039+00:00
ACC1112,ACC2112,785.99,2026-08-22T16:53:02.929039+00:00
ACC1136,ACC2147,2123.54,2026-08-23T08:03:02.929039+00:00
ACC1109,ACC2124,986.61,2026-08-23T09:56:02.929039+00:00
ACC1128,ACC2104,4496.03,2026-08-22T02:53:02.929039+00:00
ACC1141,ACC2116,3510.01,2026-08-22T02:11:02.929039+00:00
ACC_LOOP01,ACC_LOOP02,44901.34,2026-08-23T00:39:02.929039+00:00
ACC_SMURF012,ACC_SHELL01,9378.35,2026-08-22T05:17:17.929039+00:00
ACC1104,ACC2133,569.87,2026-08-22T20:51:02.929039+00:00
ACC1143,ACC2134,269.9,2026-08-23T08:48:02.929039+00:00
ACC1112,ACC2109,3104.59,2026-08-22T00:46:02.929039+00:00
ACC1144,ACC2101,3047.69,2026-08-21T15:06:02.929039+00:00
ACC_LOOP02,ACC_LOOP03,46599.24,2026-08-23T12:49:02.929039+00:00
ACC1132,ACC2113,843.3,2026-08-22T02:47:02.929039+00:00
ACC1130,ACC2137,206288.14,2026-08-23T01:39:02.929039+00:00
ACC1128,ACC2112,213873.75,2026-08-23T03:39:02.929039+00:00
ACC1131,ACC2143,3974.49,2026-08-22T23:03:02.929039+00:00
ACC_SMURF008,ACC_SHELL01,8965.91,2026-08-22T06:14:17.929039+00:00
ACC_SMURF020,ACC_SHELL01,9522.42,2026-08-22T05:08:17.929039+00:00
ACC1116,ACC2100,3335.42,2026-08-22T00:27:02.929039+00:00
ACC_SMURF008,ACC_SHELL01,8968.5,2026-08-22T05:44:17.929039+00:00
ACC1104,ACC2106,4066.75,2026-08-22T00:01:02.929039+00:00
ACC1115,ACC2118,2265.91,2026-08-21T22:17:02.929039+00:00
ACC1148,ACC2137,2107.38,2026-08-22T15:04:02.929039+00:00
ACC1125,ACC2146,4051.54,2026-08-22T22:07:02.929039+00:00
ACC16520,ACC21437,1635.19,2026-08-22T19:17:40.805961+00:00
ACC1108,ACC2149,1616.48,2026-08-21T16:57:02.929039+00:00
ACC1101,ACC2147,3945.08,2026-08-22T00:21:02.929039+00:00
ACC_SMURF016,ACC_SHELL01,9255.0,2026-08-22T06:05:17.929039+00:00
ACC1113,ACC2122,733.25,2026-08-21T20:36:02.929039+00:00
ACC1105,ACC2104,1550.43,2026-08-23T08:40:02.929039+00:00
ACC19882,ACC25200,74.76,2026-08-21T05:18:40.805961+00:00
ACC1128,ACC2139,3052.21,2026-08-22T17:11:02.929039+00:00
ACC1129,ACC2106,4251.32,2026-08-22T11:36:02.929039+00:00
ACC1147,ACC2103,3180.24,2026-08-22T15:41:02.929039+00:00
ACC1101,ACC2136,221033.52,2026-08-23T02:39:02.929039+00:00
ACC_SMURF019,ACC_SHELL01,9601.76,2026-08-22T05:52:32.929039+00:00
ACC_SMURF009,ACC_SHELL01,9145.19,2026-08-22T05:45:02.929039+00:00
ACC_LOOP02,ACC_LOOP03,42018.32,2026-08-22T16:49:02.929039+00:00
ACC1146,ACC2103,1265.59,2026-08-22T10:26:02.929039+00:00
ACC19863,ACC28160,1305.94,2026-08-22T21:07:40.805961+00:00
ACC1127,ACC2147,1226.36,2026-08-21T17:26:02.929039+00:00
ACC1128,ACC2105,2274.41,2026-08-22T00:00:02.929039+00:00
ACC1146,ACC2116,2665.69,2026-08-21T22:31:02.929039+00:00
ACC_SMURF019,ACC_SHELL01,9209.0,2026-08-22T05:07:32.929039+00:00
ACC1139,ACC2103,1614.01,2026-08-22T14:56:02.929039+00:00
ACC1147,ACC2142,3777.21,2026-08-22T02:53:02.929039+00:00
ACC1111,ACC2107,2678.81,2026-08-22T17:48:02.929039+00:00
ACC1125,ACC2147,1766.62,2026-08-22T12:48:02.929039+00:00
ACC_SMURF013,ACC_SHELL01,9756.1,2026-08-22T05:03:02.929039+00:00
ACC_SMURF020,ACC_SHELL01,9244.11,2026-08-22T06:08:17.929039+00:00
ACC1116,ACC2149,2970.61,2026-08-22T20:24:02.929039+00:00
ACC1149,ACC2113,2756.61,2026-08-22T06:29:02.929039+00:00
ACC1133,ACC2147,3767.19,2026-08-23T00:09:02.929039+00:00
ACC_SMURF006,ACC_SHELL01,9290.3,2026-08-22T05:12:47.929039+00:00
ACC1110,ACC2124,2941.5,2026-08-22T05:59:02.929039+00:00
ACC1145,ACC2113,3747.65,2026-08-22T20:13:02.929039+00:00
ACC_SMURF010,ACC_SHELL01,9557.93,2026-08-22T05:45:47.929039+00:00
ACC1111,ACC2113,2453.85,2026-08-22T07:49:02.929039+00:00
ACC18242,ACC28160,1041.44,2026-08-22T04:00:40.805961+00:00
ACC1111,ACC2127,1464.9,2026-08-23T07:06:02.929039+00:00
ACC1112,ACC2100,2105.34,2026-08-22T04:34:02.929039+00:00
ACC1135,ACC2113,169852.7,2026-08-22T07:39:02.929039+00:00
ACC1116,ACC2109,2590.57,2026-08-23T14:32:02.929039+00:00
ACC1119,ACC2114,4228.6,2026-08-22T06:01:02.929039+00:00
ACC1143,ACC2115,1240.85,2026-08-22T09:40:02.929039+00:00
ACC1133,ACC2100,604.15,2026-08-23T12:56:02.929039+00:00
ACC1102,ACC2144,104170.77,2026-08-21T22:39:02.929039+00:00
ACC1113,ACC2108,35.83,2026-08-22T05:27:02.929039+00:00
ACC17586,ACC25754,858.39,2026-08-22T21:47:40.805961+00:00
ACC1143,ACC2148,127.42,2026-08-22T22:01:02.929039+00:00
ACC1148,ACC2139,2897.61,2026-08-22T15:27:02.929039+00:00
ACC1129,ACC2111,932.18,2026-08-23T00:35:02.929039+00:00
ACC1111,ACC2144,3770.52,2026-08-21T18:14:02.929039+00:00
ACC1114,ACC2145,1171.0,2026-08-23T00:08:02.929039+00:00
ACC14639,ACC25754,1081.18,2026-08-22T20:01:40.805961+00:00
ACC16316,ACC21437,223.89,2026-08-22T11:29:40.805961+00:00
ACC1133,ACC2125,3600.65,2026-08-22T22:06:02.929039+00:00
ACC_SMURF015,ACC_SHELL01,9537.93,2026-08-22T04:49:32.929039+00:00
ACC1112,ACC2103,2469.63,2026-08-22T00:13:02.929039+00:00
ACC16520,ACC29921,893.71,2026-08-22T16:46:40.805961+00:00
ACC19882,ACC24892,655.95,2026-08-21T06:05:40.805961+00:00
ACC_SMURF002,ACC_SHELL01,8929.68,2026-08-22T06:09:47.929039+00:00
ACC1105,ACC2142,2809.52,2026-08-23T13:55:02.929039+00:00
ACC1101,ACC2146,3621.57,2026-08-23T11:58:02.929039+00:00
ACC1110,ACC2110,1604.02,2026-08-23T13:51:02.929039+00:00
ACC1123,ACC2149,1653.43,2026-08-22T09:05:02.929039+00:00
ACC1114,ACC2125,144.24,2026-08-22T12:32:02.929039+00:00
ACC1119,ACC2120,3781.61,2026-08-22T22:57:02.929039+00:00
ACC1144,ACC2120,3568.2,2026-08-22T13:30:02.929039+00:00
ACC1103,ACC2129,3141.76,2026-08-23T10:32:02.929039+00:00
ACC1107,ACC2116,2137.38,2026-08-22T20:22:02.929039+00:00
ACC1143,ACC2124,599.48,2026-08-22T06:19:02.929039+00:00
ACC19882,ACC28160,386.83,2026-08-21T00:20:40.805961+00:00
ACC15543,ACC21150,772.47,2026-08-21T08:28:40.805961+00:00
ACC1121,ACC2140,751.38,2026-08-22T05:08:02.929039+00:00
ACC1112,ACC2127,144.78,2026-08-22T16:45:02.929039+00:00
ACC15543,ACC29921,1357.89,2026-08-22T10:07:40.805961+00:00
ACC_LOOP03,ACC_LOOP01,45779.29,2026-08-23T08:59:02.929039+00:00
ACC1133,ACC2121,3927.19,2026-08-21T21:14:02.929039+00:00
ACC_SMURF014,ACC_SHELL01,9771.86,2026-08-22T04:48:47.929039+00:00
ACC_LOOP03,ACC_LOOP01,42178.0,2026-08-23T02:59:02.929039+00:00
ACC16316,ACC21633,968.08,2026-08-23T04:46:40.805961+00:00
ACC1130,ACC2108,3552.14,2026-08-22T18:57:02.929039+00:00
ACC19882,ACC25754,567.12,2026-08-22T06:24:40.805961+00:00
ACC1102,ACC2127,3536.76,2026-08-22T22:18:02.929039+00:00
ACC18113,ACC24892,117.01,2026-08-22T14:16:40.805961+00:00
ACC1104,ACC2115,353.27,2026-08-23T05:54:02.929039+00:00
ACC1107,ACC2102,1086.23,2026-08-22T17:19:02.929039+00:00
ACC1106,ACC2114,2617.18,2026-08-22T02:47:02.929039+00:00
ACC1145,ACC2126,939.77,2026-08-21T19:03:02.929039+00:00
ACC1113,ACC2110,1972.64,2026-08-22T11:16:02.929039+00:00
ACC_SMURF017,ACC_SHELL01,9345.66,2026-08-22T05:51:02.929039+00:00
ACC1106,ACC2125,1806.47,2026-08-22T11:11:02.929039+00:00
ACC15543,ACC28160,287.68,2026-08-23T00:35:40.805961+00:00
ACC_SMURF014,ACC_SHELL01,9812.27,2026-08-22T05:18:47.929039+00:00
ACC1149,ACC2117,328.99,2026-08-22T05:49:02.929039+00:00
ACC1106,ACC2121,1325.23,2026-08-23T13:34:02.929039+00:00
ACC1132,ACC2147,255.59,2026-08-23T12:04:02.929039+00:00
ACC1125,ACC2104,4034.59,2026-08-22T19:57:02.929039+00:00
ACC1107,ACC2149,4407.29,2026-08-23T06:10:02.929039+00:00
ACC1114,ACC2109,3841.74,2026-08-23T10:49:02.929039+00:00
ACC1124,ACC2139,206.13,2026-08-21T19:33:02.929039+00:00
ACC1122,ACC2122,3410.5,2026-08-23T09:07:02.929039+00:00
ACC1137,ACC2133,1285.83,2026-08-22T06:35:02.929039+00:00
ACC1111,ACC2126,1918.58,2026-08-22T14:14:02.929039+00:00
ACC1111,ACC2145,1757.24,2026-08-23T07:57:02.929039+00:00
ACC1130,ACC2137,4113.11,2026-08-23T01:17:02.929039+00:00
ACC_SMURF018,ACC_SHELL01,9146.87,2026-08-22T05:06:47.929039+00:00
ACC1142,ACC2144,807.65,2026-08-22T20:03:02.929039+00:00
ACC_LOOP01,ACC_LOOP02,47965.53,2026-08-22T22:39:02.929039+00:00
ACC1109,ACC2122,975.44,2026-08-23T12:38:02.929039+00:00
ACC1130,ACC2132,2308.51,2026-08-22T16:12:02.929039+00:00
ACC1145,ACC2142,3183.53,2026-08-23T03:12:02.929039+00:00
ACC1123,ACC2123,3126.06,2026-08-22T00:26:02.929039+00:00
ACC1128,ACC2117,3747.28,2026-08-23T14:39:02.929039+00:00
ACC1109,ACC2126,2263.46,2026-08-23T07:33:02.929039+00:00
ACC1130,ACC2105,1801.68,2026-08-22T22:46:02.929039+00:00
ACC1135,ACC2138,1848.2,2026-08-21T19:09:02.929039+00:00
ACC1124,ACC2126,4476.38,2026-08-22T12:42:02.929039+00:00
ACC17586,ACC21633,340.14,2026-08-21T00:30:40.805961+00:00
ACC1108,ACC2138,2753.73,2026-08-23T11:27:02.929039+00:00
ACC1138,ACC2107,4108.28,2026-08-23T06:05:02.929039+00:00
ACC16520,ACC28160,1015.42,2026-08-21T01:50:40.805961+00:00
ACC_LOOP01,ACC_LOOP02,44968.95,2026-08-22T12:39:02.929039+00:00
ACC_LOOP03,ACC_LOOP01,47666.07,2026-08-23T10:59:02.929039+00:00
ACC1145,ACC2149,3306.02,2026-08-23T06:54:02.929039+00:00
ACC_SMURF007,ACC_SHELL01,9274.01,2026-08-22T05:58:32.929039+00:00
ACC16520,ACC25200,1551.89,2026-08-20T19:45:40.805961+00:00
ACC1123,ACC2122,3544.9,2026-08-22T06:12:02.929039+00:00
ACC19863,ACC28160,151.75,2026-08-21T10:16:40.805961+00:00
ACC_SMURF018,ACC_SHELL01,9175.74,2026-08-22T06:06:47.929039+00:00
ACC1145,ACC2131,2314.12,2026-08-22T09:25:02.929039+00:00
ACC1134,ACC2138,1944.58,2026-08-21T20:02:02.929039+00:00
ACC1121,ACC2110,3598.08,2026-08-22T05:54:02.929039+00:00
ACC1127,ACC2115,1043.8,2026-08-22T05:57:02.929039+00:00
ACC_LOOP03,ACC_LOOP01,47661.23,2026-08-23T06:59:02.929039+00:00
ACC1109,ACC2100,970.14,2026-08-23T08:48:02.929039+00:00
ACC16316,ACC24892,334.48,2026-08-23T07:38:40.805961+00:00
ACC1149,ACC2146,1962.44,2026-08-23T03:39:02.929039+00:00
ACC_SMURF013,ACC_SHELL01,9028.83,2026-08-22T05:33:02.929039+00:00
ACC1106,ACC2123,601.73,2026-08-23T07:18:02.929039+00:00
ACC1116,ACC2105,3112.37,2026-08-22T14:41:02.929039+00:00
ACC1104,ACC2137,4312.03,2026-08-21T16:23:02.929039+00:00
ACC1105,ACC2102,1703.12,2026-08-22T11:53:02.929039+00:00
ACC16520,ACC27311,498.85,2026-08-23T03:08:40.805961+00:00
ACC1139,ACC2135,1749.14,2026-08-22T11:01:02.929039+00:00
ACC1112,ACC2113,346.01,2026-08-22T02:46:02.929039+00:00
ACC1119,ACC2124,4067.02,2026-08-22T12:51:02.929039+00:00
ACC1100,ACC2147,2310.85,2026-08-21T15:09:02.929039+00:00
ACC1124,ACC2100,590.41,2026-08-22T06:31:02.929039+00:00
ACC_SMURF016,ACC_SHELL01,9366.6,2026-08-22T04:50:17.929039+00:00
ACC15543,ACC21633,733.29,2026-08-23T05:26:40.805961+00:00
ACC1122,ACC2104,85.71,2026-08-21T22:03:02.929039+00:00
ACC1110,ACC2103,2381.85,2026-08-22T09:15:02.929039+00:00
ACC1144,ACC2104,600.76,2026-08-21T21:35:02.929039+00:00
ACC_LOOP02,ACC_LOOP03,47666.07,2026-08-23T10:49:02.929039+00:00
ACC1104,ACC2147,378.06,2026-08-22T08:08:02.929039+00:00
ACC_SMURF007,ACC_SHELL01,9246.03,2026-08-22T04:43:32.929039+00:00
ACC1119,ACC2136,2565.98,2026-08-21T19:47:02.929039+00:00
ACC1111,ACC2144,2167.96,2026-08-23T08:48:02.929039+00:00
ACC_SMURF011,ACC_SHELL01,9794.48,2026-08-22T05:16:32.929039+00:00
ACC1145,ACC2148,3598.91,2026-08-22T23:51:02.929039+00:00
ACC_LOOP03,ACC_LOOP01,47965.53,2026-08-22T22:59:02.929039+00:00
ACC1124,ACC2131,2475.26,2026-08-23T09:49:02.929039+00:00
ACC_SMURF013,ACC_SHELL01,9304.32,2026-08-22T06:18:02.929039+00:00
ACC1125,ACC2104,2482.81,2026-08-21T21:21:02.929039+00:00
ACC1127,ACC2149,247724.47,2026-08-22T03:39:02.929039+00:00
ACC1106,ACC2108,1041.46,2026-08-23T13:42:02.929039+00:00
ACC1139,ACC2135,1462.45,2026-08-23T14:00:02.929039+00:00
ACC1117,ACC2110,3153.09,2026-08-23T11:07:02.929039+00:00
ACC_SMURF012,ACC_SHELL01,8958.99,2026-08-22T05:02:17.929039+00:00
ACC1143,ACC2148,3435.47,2026-08-23T04:39:02.929039+00:00
ACC1109,ACC2101,3499.1,2026-08-23T08:52:02.929039+00:00
ACC19863,ACC25200,752.22,2026-08-21T07:08:40.805961+00:00
ACC1103,ACC2104,2390.75,2026-08-22T03:43:02.929039+00:00
ACC1136,ACC2130,874.92,2026-08-21T21:48:02.929039+00:00
ACC_SMURF011,ACC_SHELL01,9544.86,2026-08-22T06:16:32.929039+00:00
ACC1100,ACC2120,1029.99,2026-08-22T17:08:02.929039+00:00
ACC1149,ACC2142,3267.66,2026-08-23T04:33:02.929039+00:00
ACC1148,ACC2149,1492.4,2026-08-23T02:51:02.929039+00:00
ACC1139,ACC2108,4448.01,2026-08-23T13:55:02.929039+00:00
ACC16520,ACC24892,994.77,2026-08-21T05:48:40.805961+00:00
ACC_SMURF007,ACC_SHELL01,9193.84,2026-08-22T05:13:32.929039+00:00
ACC16316,ACC21437,1188.03,2026-08-22T02:39:40.805961+00:00
ACC1128,ACC2117,3833.41,2026-08-23T09:12:02.929039+00:00
ACC1129,ACC2132,4014.39,2026-08-22T16:18:02.929039+00:00
ACC16316,ACC24892,1606.46,2026-08-23T08:57:40.805961+00:00
ACC_LOOP01,ACC_LOOP02,46599.24,2026-08-23T12:39:02.929039+00:00
ACC_SMURF016,ACC_SHELL01,9756.98,2026-08-22T05:05:17.929039+00:00
